Model,Predictor,Alpha,Perturbation,Top1,Top5,Coverage,Size
ResNet18,Fixed,0.05,gaussian_noise,0.41463333333333335,0.8764999999186197,0.9512666666666667,6.7853666666666665
ResNet18,Fixed,0.05,blur,0.19966666665649416,0.7413666666666666,0.8680333333333333,6.6211
ResNet18,Fixed,0.05,brightness,0.32649999997965495,0.8108,0.9572333333333334,7.753933333333333
ResNet18,Fixed,0.05,erasure,0.3250333333129883,0.8133666665852864,0.9310666666666667,7.094766666666667
ResNet18,Fixed,0.05,jpeg,0.3152333332926432,0.82079999995931,0.9299,6.986366666666667
ResNet18,Naive,0.05,clean,0.42166666664632163,0.8797333333333334,0.95,6.673766666666666
ResNet18,Naive,0.05,gaussian_noise,0.41409999995930985,0.8785999999186197,0.9519666666666666,6.770933333333334
ResNet18,Naive,0.05,blur,0.19966666665649416,0.7413666665852864,0.8680666666666667,6.6076
ResNet18,Naive,0.05,brightness,0.32649999997965495,0.81079999995931,0.9561,7.7396
ResNet18,Naive,0.05,erasure,0.32,0.8189,0.9314,7.0818666666666665
ResNet18,Naive,0.05,jpeg,0.3152333333028158,0.8208,0.9281666666666667,6.971666666666667
ResNet18,APS,0.05,clean,0.42166666664632163,0.8797333332519531,0.9492333333333334,6.647966666666667
ResNet18,APS,0.05,gaussian_noise,0.4125333333333333,0.87719999995931,0.9512666666666667,6.751233333333333
ResNet18,APS,0.05,blur,0.19966666666666666,0.7413666665852864,0.8669333333333333,6.5902666666666665
ResNet18,APS,0.05,brightness,0.3264999999898275,0.8108,0.9561333333333333,7.7271
ResNet18,APS,0.05,erasure,0.3192999999898275,0.8134333332926432,0.9286,7.0717
ResNet18,APS,0.05,jpeg,0.31523333332316084,0.8208,0.9272666666666667,6.951866666666667
ResNet18,RAPS,0.05,clean,0.42166666664632163,0.8797333333333334,0.9474666666666667,6.5773
ResNet18,RAPS,0.05,gaussian_noise,0.4152666666666667,0.8776999999186198,0.9474,6.669366666666667
ResNet18,RAPS,0.05,blur,0.19966666662597657,0.7413666666259766,0.8630333333333333,6.538566666666667
ResNet18,RAPS,0.05,brightness,0.3264999999898275,0.8108,0.9508,7.596533333333333
ResNet18,RAPS,0.05,erasure,0.31976666666666664,0.8148333332926433,0.9274333333333333,6.982666666666667
ResNet18,RAPS,0.05,jpeg,0.31523333332316084,0.82079999995931,0.9233666666666667,6.872933333333333
ResNet18,Fixed,0.1,clean,0.4216666666666667,0.8797333333333334,0.9053333333333333,5.3834
ResNet18,Fixed,0.1,gaussian_noise,0.41329999997965494,0.8767333332519531,0.9062666666666667,5.4985333333333335
ResNet18,Fixed,0.1,blur,0.19966666666666666,0.7413666665852864,0.7648,5.324166666666667
ResNet18,Fixed,0.1,brightness,0.3264999999694824,0.8108,0.9074,6.4866
ResNet18,Fixed,0.1,erasure,0.3226333333333333,0.8159999999593099,0.8677,5.8167
ResNet18,Fixed,0.1,jpeg,0.3152333333129883,0.8208,0.8642666666666666,5.6809666666666665
ResNet18,Naive,0.1,clean,0.42166666664632163,0.8797333332519531,0.9056,5.3838333333333335
